pathway	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6
PWY1G-0	7326.3480951114625	8777.11260748864	8391.14177790871	8174.069703502569	6795.315488019136	7037.134940671042	5875.392816415612	6669.914907459622	7255.641792863567	5879.282985493879	6268.145564006965	6126.996876675179	7015.581866375847	7161.55111193666	7158.106754208503	7542.172388862016	8182.826409693049	7128.015425366097	6088.970221733893	7181.288993127225	8299.29185255802	8715.887606492293	6986.719553083101	6877.921441637243	7983.8587225016645	6799.399919567031	9081.775516092637	8450.896677617802	8030.924997485497	7964.278504744982	9010.810849384485	6880.365699126719	7339.435320635661	6719.323877000207	5857.8488608825	6071.415083190186	7722.12899657063	5103.435661467098	5640.732896031283	6774.058334237535	5708.516760976074	6781.9598382493	7526.289323852087	7764.255798300212	7475.850365493268	9295.257636611554	6848.034698375079	7775.389841549296
PWY4FS-7	3070.4884535642404	4263.449306983527	4012.739366886125	3940.1634356730615	2766.3235578170334	3003.9076745850366	2905.0972076579774	3181.7948617180828	3107.145140517178	2723.001781092143	3170.0571954824914	3088.4003736993136	3148.9411353058285	3063.4877100516433	3253.875289975519	3645.914080706394	3913.5707608632274	3414.7228025457225	2776.365569307141	3279.801354816514	3714.7949603521342	3769.086954429658	3358.955185912453	3138.1934152380636	3529.57476873653	2938.666023223381	4226.104011617836	3595.559484488305	3526.2899455564125	3315.762619214539	4123.649554937042	3207.3013868870894	3274.9555542513604	3011.406637096794	2745.807957485347	2808.1197396598295	3235.1309048620233	2247.764018904019	2662.032933845292	3159.0812465188037	2621.563548356949	2956.3770721303986	3327.025781223941	3571.360639003943	3309.9366120631685	4191.991694337771	3190.473286313061	3439.81076625588
PWY4FS-8	3070.4884535642404	4263.449306983527	4012.739366886125	3940.1634356730615	2766.3235578170334	3003.9076745850366	2905.0972076579774	3181.7948617180828	3107.1451405171783	2723.001781092143	3170.0571954824914	3088.4003736993136	3148.9411353058276	3063.4877100516433	3253.875289975519	3645.9140807063936	3913.570760863227	3414.7228025457225	2776.3655693071405	3279.801354816514	3714.7949603521342	3769.086954429658	3358.955185912453	3138.1934152380636	3529.5747687365297	2938.666023223382	4226.104011617836	3595.559484488305	3526.2899455564125	3315.762619214539	4123.649554937043	3207.3013868870894	3274.9555542513613	3011.406637096794	2745.8079574853473	2808.11973965983	3235.1309048620237	2247.764018904019	2662.032933845292	3159.0812465188037	2621.563548356949	2956.3770721303986	3327.025781223941	3571.360639003943	3309.9366120631685	4191.991694337769	3190.473286313061	3439.81076625588
PWY5F9-12	893.2561457921464	1272.0487096282088	1248.2740536275824	1130.6133856955576	880.2817281121521	888.6268266648331	933.9179119839531	893.4016094211131	819.9122408014517	736.8935123922408	918.1252834210048	1022.2975094715845	918.9495506912191	941.5075890661036	870.6067855562505	1044.563547908951	1145.0443087635704	999.9099535330944	793.186924026382	894.7903564020764	1043.0990183246056	1207.4622086999173	1015.3202673299239	961.1397458303496	1129.6968520924072	885.5571387286146	1308.465008699282	1026.7229595942479	889.3254996633887	988.8791005026693	1234.0680126919185	954.9161132971145	815.7420722471005	961.2891227815433	802.4261571100232	793.5357233317511	850.3168192035632	622.9200735125665	801.483958225623	907.4584983006339	645.3291376534659	829.6489754728592	1023.8205442038736	1154.8583371326579	967.698354343872	1191.6575355613634	935.383176113913	923.3197394922825
PWYG-321	7364.800756215594	9230.146917680384	8810.588743886961	8571.065548975936	6873.400327282234	6829.259028444607	6564.846762217919	7111.268146156667	7148.627220697871	6253.093637771382	6890.61180496212	6686.1944005527575	7335.5451435372315	6918.722075198702	7574.132141992854	8120.730981402713	9054.217349208886	7290.16050244569	6206.002972956308	7524.15642279824	8495.23535586465	8754.913802274157	7622.246013897082	7261.63563986515	9038.10592004041	7291.472202092349	10020.45539620175	8706.411385219397	8708.661863486921	8482.23538719192	9609.9680517077	7696.290955684227	8265.171563442484	7635.200876384316	6555.412491834236	6786.081194592646	8319.720020111274	5294.427353743191	6791.791335465013	8192.075254860689	6866.2131161493735	7359.993489478661	7948.058850433448	8352.946928702833	8100.508468940611	10048.513566224035	7548.338250805014	8481.956136237119
PYRIDNUCSAL-PWY	4776.988928986888	6057.205113556612	5718.400503675094	5628.865951992311	4383.292075060756	4469.238323003898	4278.029742637675	4706.032105548291	4813.579692244709	4128.821763821225	4603.999414377296	4433.888396937786	4705.932258804698	4645.102670750333	4915.974165393018	5272.755580125732	5863.974859015939	4978.480930544627	4112.485731227132	4815.663688914056	5650.000220391134	5676.540907275014	5089.807758779346	4802.974996426196	5618.167582093248	4663.194297545834	6555.8962943816805	5722.874311331828	5586.381209415786	5388.425587808759	6460.741736843329	4903.826201764936	5281.294960515863	4738.500955818025	4240.647207305879	4272.463000985107	5276.468119751867	3525.658054511682	4248.593489299559	5073.99381057581	4097.6223581886115	4682.18221457073	5191.282101633062	5491.607979050788	5245.386663634702	6439.135748371424	4955.416094070196	5323.5103906712075
PYRIDNUCSYN-PWY	6322.369152869229	7653.433885876861	7287.89310140233	7200.472499546936	5621.89092640148	5768.58291533011	5382.485658572693	5934.762365634226	6311.288793918125	5259.481343798725	5729.106200543738	5657.889584562146	5934.228968533591	5788.690543086256	6164.747441524915	6639.453336697393	7349.2146455215525	6262.042983242349	5312.889581065725	6258.670544084059	7106.223456480925	7270.484105443723	6285.269834444895	5958.4316982275395	6863.8460902901525	5812.642770982333	7992.752396531683	7080.5579217850445	7075.895403054383	6581.172398308709	7776.110131772321	6081.4179321287575	6593.963757831926	5847.744347255641	5031.886500745415	5373.765237820882	6515.840709090111	4336.145954941731	5059.601442368855	6039.069022305985	5130.834853309228	5755.868250208826	6413.838060618691	6696.445357079692	6549.101268176623	7745.565050601256	5888.459653735717	6420.652211874874
PYRIDOXSYN-PWY	2899.5506888522636	3744.856206332845	3623.1200068233493	3602.170228796701	2662.883108073502	2741.6568699745176	2753.3972829725676	2901.087004058117	2939.7502375390986	2556.946227179374	2932.212655281825	2666.6982979484483	2894.479568922206	2695.321559112273	2877.5956792142824	3230.441467587367	3693.415047099319	3080.1563206341107	2581.63928450756	3098.2407045073114	3590.88863874685	3527.378543059168	3160.0334196497097	2924.298709086524	2858.628714045588	2656.7115974837398	3571.0124239306415	3019.110671236472	2888.4698760857586	2692.9362308218183	3511.124099842945	2741.2088561064584	2583.8399549587853	2525.6309747417504	2284.369697138052	2360.470216513165	2684.4593975552134	1792.567749899465	2253.650490144544	2597.299472829269	2110.561431522985	2531.43916193655	2852.3324356931507	3031.831840323212	2663.9028754783135	3396.719245386936	2609.7602963566374	2904.5201043945895
REDCITCYC	9446.610382200377	10694.870581101537	10321.418167411193	9527.524010094854	8144.319399735936	9015.995262917357	7853.438281079868	8889.817063314722	9659.087793566736	7354.215202992536	7878.411723243905	7537.522759084059	8400.19979130326	9560.490358500152	9761.02474237331	9971.00559048653	10013.241707893842	8718.85203339903	7245.823700003901	8526.397097795703	9457.987015729046	11176.211692301222	9259.46267722357	8685.270193914539	10896.416567394375	9211.472222307415	12396.856313055048	10835.772839141126	11215.781640593032	11362.152500753391	11882.111447601012	9376.837997044291	11260.037574770067	9558.698945954386	8247.38295068875	8087.739892119063	10827.934727840522	7703.3370068077775	8637.80504482913	10067.346022470598	8429.007135350084	9393.579745672794	9504.12215213804	10196.46661628204	10202.145904802888	12923.837669736262	9870.59880702932	10373.440678570254
RHAMCAT-PWY	551.8900835465231	721.9873782741961	656.7100159980862	618.6198362016853	515.7427450550305	509.28279327557226	494.54896995645936	524.1815670077583	559.6376657064635	449.9618387439061	469.2420884012889	519.4634753865595	581.8039110637387	536.3027934128287	566.2912571582183	596.8186274849705	684.2211449516611	526.4337400024328	541.6314033445905	570.7621531894712	628.2328340634818	652.6894687035285	558.6528254745058	525.2703486794092	648.9031430050256	523.8886137114667	763.7251824657334	637.3500508696284	640.9162909991276	652.8225719012244	695.5669340603508	560.7752730047879	597.1790079079799	555.170403297862	464.6631292773214	495.3439275582615	594.6446229543296	402.00450331832616	460.4205440049727	550.6243143496622	509.101326947118	561.2486842660127	638.0717822618911	586.7725807903431	542.214376750748	737.6930136445134	552.5916080973471	605.193866634649
RUMP-PWY	988.6918860904256	1119.0026189592834	1108.348359253136	1012.0717775321597	815.6889046034266	816.1576607505312	726.8173978499705	907.4847745973589	930.5027115262833	840.6196609412365	773.0922022347457	894.1946992543816	922.8491632230026	835.0170560380603	1103.0264199834712	1120.918073751155	994.6494194255843	875.5504608168103	714.1378698707676	825.6301320758221	1151.785644824284	1145.5119941340374	875.2244391429232	885.1103695128306	661.3322765095909	675.8052690697072	922.6027390016396	811.0904182435211	671.9769591033538	682.626749667205	1002.1051010564394	650.6389781472897	626.1543954988159	485.22110460899853	598.2125503442462	599.5743450319486	676.2978401286864	393.6602715479845	546.2736014398005	642.1549116743896	673.9593634012587	680.5758526407375	772.8557513749711	775.1373276591714	592.4092302891801	986.9094245083049	668.6511338183993	688.4228848418359
SALVADEHYPOX-PWY	7184.408028078286	9224.162012979628	8899.6788063658	8654.17085435036	6767.436124885363	6739.501090465154	6419.393180219898	7072.56695852581	7262.857699790923	6328.356635449623	6930.571417931923	6511.961640951176	7223.104274644318	6961.588413193028	7237.186069795314	8101.797524269286	8895.79960857897	7501.908070389815	6395.64085053504	7492.8224048409065	8642.998601556328	8704.043884011982	7306.158548227223	7484.523633072038	7575.288321518396	6663.534328597308	9088.280047257003	8180.80906301416	7561.741685163569	7546.870718581492	9495.618437837738	7464.379893831858	7145.753437650726	6828.444888226289	5850.940647081842	6225.861621436169	7500.415714593838	4880.009609278944	5670.383236679637	6836.588212065049	5681.343783512851	6720.945914523554	7654.062782549494	8215.313718427056	7264.936679004425	9018.223997865145	6962.371568074579	7904.927717896908
SER-GLYSYN-PWY	12329.075209123144	15109.653126319865	14459.205380267767	13799.906079965489	11179.596273828318	11470.263490600682	10450.443853801282	11796.911064190926	12675.71373896141	10416.685794815063	11078.225587347733	10944.543933192484	11673.975038282219	11790.403306683236	12383.570044942091	13271.384576589375	14461.622021907482	12420.06378461742	10481.02667308921	12256.128602081937	14001.067740927061	14566.133190319959	12272.217289303933	11731.065856734955	13971.475391372565	11707.630891194387	16047.185893189591	14228.555063920858	13833.177114241409	13816.52132408711	15718.134255676554	12202.693917148566	13295.624171245843	12007.557343933267	10300.041343612294	10649.11311496707	13659.109460184485	8958.76057572351	10391.00638380626	12254.249322282421	10383.578815586443	11723.754955874412	13097.439233581505	13514.92763714457	12885.73174384271	15729.499362639752	12268.797432924153	13420.175223916656
SO4ASSIM-PWY	3391.043713426054	4357.867811311864	4006.7324050657794	3873.9319717587696	3202.280145519207	3128.8125257597017	2855.379005242836	3284.53531089441	3422.8833744532503	2900.9588059765733	3105.3676368500237	3093.853200386729	3320.3226628511015	3349.690826836902	3444.880728866726	3658.9099945955177	4099.688851821101	3498.548180801521	2899.998907234001	3372.4815822372057	3968.2864270920363	4200.48648285575	3369.5520521966237	3196.014878984362	4206.167940167059	3365.042917776682	4685.536734731797	3955.1038796196412	4122.736532587465	3977.7151472508044	4172.926838829957	3447.2979643190943	3847.142211103695	3468.0706974000777	2980.4578239689936	3050.008289630266	3733.1733413783168	2494.09203700307	3041.28686461648	3664.089647930702	3128.963578730439	3410.0904911580215	3740.9614094908598	3866.0072112853854	3673.2137367961527	4551.720571681062	3513.4796120501082	3804.583633275219
SULFATE-CYS-PWY	4336.684154706643	5268.697815068374	4997.506473443059	4708.504965036588	3968.8732914846796	3954.88341635586	3567.3057536114825	4154.907294630961	4359.366135044737	3596.1003891457335	3955.8432313540097	3805.8247563439236	4114.362780793238	4106.115273368573	4450.340515294906	4567.537172634261	5080.938857045829	4321.452484497387	3663.831361554468	4153.498261022514	4914.1877486214835	5168.137858101682	4453.57300363851	4015.256801788643	5363.165146908297	4425.435627867429	6001.505694954141	5199.5642433599605	5359.375636260506	5188.859887622234	5596.5095877727335	4555.759238216095	5071.662369027999	4551.46746907211	3891.9391510620167	4040.732597506623	4965.405117938181	3308.2882177458914	3982.927992288176	4736.460929230838	4076.6908064040804	4490.561480888685	4827.635881052122	5107.760005964191	4847.9428368962435	5979.510069760213	4550.413394911214	5038.16271314754
TCA	14194.461701135206	17377.52621099742	16624.60228194525	15890.301770469358	12791.000315639334	13149.816496697333	12171.184430862615	13516.344553243414	14451.231465064118	11727.880394839718	13012.70607366019	12496.205821283507	13372.528880592552	13560.961509960092	14266.531781152466	15220.700220182745	16658.33319703072	14439.078345553517	11899.16499079706	13966.755739438539	16002.76412295925	16768.642121233966	14266.596801962398	13607.644663166862	15592.594383580406	13444.679157683255	18238.776183120593	16123.253491123147	15850.95334619639	15335.413369157568	17638.14826783815	13998.981709944308	14992.551736857617	13575.836896488949	11632.332221272736	12330.303449877376	15164.47673783872	10117.134366918945	11865.978517588834	14236.652228318962	12095.540040102938	13386.816680465881	14561.617642492592	15558.160782859628	14753.081312996339	18162.671563200267	14071.027429340435	15337.26466707423
TCA-GLYOX-BYPASS	8727.381503996472	10422.723805812493	10080.547340443967	9589.85422292396	7663.254571833802	8187.907732309275	7498.008418705191	8447.15198193218	8846.212718021769	6997.661211012326	7849.353898621644	7532.582697293322	8284.012455235072	8807.548226751533	9123.544846667495	9428.079526775708	10234.711269954138	8695.401452126542	7160.926297611449	8521.937859014886	9386.89812352611	10544.692732059088	8995.6620454526	8428.962098022674	9983.27792704246	8505.261280854142	11684.973515822841	10198.375379289799	10367.98370364445	10192.080309172705	11354.75163338791	8903.720795552808	9754.994739249036	8638.35128880541	7318.485993153892	7863.653942504606	9743.916245249713	6644.364525003586	7776.369538481112	9179.759272748406	7767.587954643184	8395.639704419676	9121.871192025075	9553.243480115576	9673.177699903634	11717.33152169409	9199.785891798601	9844.48280816389
TEICHOICACID-PWY	278.4931937160615	283.0211119423494	305.61265122451135	246.108115848738	253.75445279869132	334.444103012116	195.2719681767892	244.7162942628345	319.80363180946085	243.09201013027968	198.76838597123233	177.71856788404398	217.0208563328011	356.1461128272726	294.6255806296777	240.83870207474732	250.51899758117327	237.23963374368176	230.34101001473277	212.4689848259353	213.71647269190956	348.7901233322197	228.8967597822838	241.59366413297963	334.1644563798875	249.29647322324834	304.973160910838	301.8128413920949	377.9369102751592	427.8379137227247	313.35679773450204	199.02918923887242	370.5874828440993	271.08947087939276	220.48299527125786	207.93507950294406	365.5200067475667	285.4995167361093	240.65729461364475	248.99506246624523	205.15290444173357	317.72251432365994	253.1658053086029	240.58208496627722	284.4007960291439	412.62111213949373	344.99732725202216	319.29699084169584
