pathway	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6
PWY-7399	167.81879428505053	222.6076954517907	221.9534482977542	207.24070324117818	163.56785667551733	177.35861375500477	172.63867074368076	184.38873659438445	176.76439688266282	138.81959960662175	180.89080748943223	161.29580333161863	175.01544012112873	209.43113605525053	231.06113032143696	191.85498981733133	230.2910648946241	207.96084118916758	152.92870193926282	180.79735476917966	228.98433542710077	207.69851336270452	201.58498353902277	183.7879345275709	283.7967557691657	189.34851601709263	295.00842486655404	270.9801598083086	236.91088706774863	231.50003374727294	307.51127789041453	209.5543198904715	258.0776001029379	211.8794177878581	197.70640298190253	175.6379709395977	216.99639288217256	166.8059680699418	175.81590731649075	240.0113711272248	176.70296086129986	197.44324268242846	267.63656358070705	284.4154224310432	207.76992555142033	294.5825193797016	237.84509033006458	284.6867648115853
PWY-7400	9288.772725010303	11483.315819159681	10892.162264795026	10533.846904752214	8422.304912697977	8450.539604346639	7869.059925020898	8798.49417361247	9151.633113921003	7702.953408390064	8363.60804941052	8216.005416243479	8871.73487446135	8775.902892806138	9108.743560821184	9893.886566725942	11040.910853085694	9384.482267842084	7885.571912979501	9210.769655411887	10465.68493751023	10937.873572851579	9238.132344401873	8840.904996408484	10164.42031538482	8640.873599610479	11797.43107335876	10566.91231005338	10219.736004931287	9906.818274904952	11537.723434810174	9146.918789194588	9526.475108778212	8747.064014864834	7608.576490070026	7995.773979437536	9839.48760501152	6500.059158141774	7582.868244456027	9138.899815829514	7651.683959973282	8615.823656417175	9603.321695667331	10162.789820053573	9548.661133179368	11699.120349144208	9074.640339161715	9892.82839153715
PWY-7413	2781.024096671064	3709.6659829044147	3491.40017697254	3338.191274538659	2664.971302680445	2520.6511492777327	2754.7108313862036	2874.4435660858862	2801.400100482054	2494.4758308293	2706.9206380082833	2767.3160178525754	2946.1079634365406	2534.9070396716693	2808.5911514861073	3128.1893620958353	3689.411415700906	2934.66840842687	2472.086740946156	2876.0824600756832	3410.8213704177697	3393.785031254727	3008.2996099971742	2758.4167134698127	3620.819267760674	3041.6745667070254	4177.91223514521	3561.030773620726	3504.1289149036256	3450.7065857755856	3676.047917700332	3051.108667489473	3248.8172041365883	3076.6554103558674	2671.4471791830183	2733.0855410580716	3466.0052584111645	2252.125237678672	2558.0559919615944	3230.1189925814406	2596.401060492422	3070.118702277613	3313.02493584372	3462.7352933285715	3269.5879633523573	3992.567557144961	2929.8214000314456	3374.6063475055303
PWY-7415	81.69387773181082	69.17263542531941	61.27950415999476	75.85666882732619	50.55836165702066	67.91768207024144	62.30648161095615	62.21978864283283	77.17984507673717	58.036197626384535	66.0318874842167	60.2856581539631	63.761553417920844	68.561005122058	54.70451436702422	67.96299371352019	89.17212352465437	64.80087112946096	60.044273915620764	83.56969324825799	64.82491600090334	73.02140691715046	54.1463747073454	61.670888666881936	91.74077620454314	65.56520714282476	82.14800517505492	83.2403025615015	95.88514981890022	65.54742170686531	87.38000579753111	76.00069132016993	62.20768325030314	76.46973694409314	55.03941624250506	62.83303483029824	81.48082125441209	52.071255945155	51.163653746228114	67.52795623629709	57.96883865403969	63.51036332694047	61.125387314951176	60.05720241662908	85.44844071414492	88.05368647264766	76.85162779226832	85.76730695667752
PWY-7446	851.9607720670879	705.8309882016259	729.8807948206601	732.2677666649436	705.9513669075727	854.3049417949435	516.416924315009	729.8786911758422	907.9025563587959	586.3481669385403	609.2434059759395	550.3288188387054	656.3782168286813	956.9174356591344	932.9128425614455	849.0738754062287	756.6177227601422	763.8707265756866	527.5491496261623	623.4450694298552	689.5185893897409	1056.2627519283405	739.9115850960261	620.8370277918931	1001.3659982127646	702.6845470297594	1057.1514403194153	1030.1038904639647	1027.0181543093045	1226.4174502674289	1068.484357763516	722.7460170617428	1106.2363930118618	842.7399580615439	654.7652229559715	612.7763084884988	982.362932853963	762.2784170426191	739.608231228095	783.4364010870336	672.2262957457016	817.5894906888425	691.3334880355998	860.013532554353	886.973886478652	1262.0292594870168	862.6352512259198	933.859012509864
PWY-7456	1036.279086774734	1111.560372744176	1074.7329074331703	1083.3037747839455	922.9847593708191	1009.6500828645907	847.4726845585243	995.955980101524	1072.6510630468183	784.3600659692897	804.6755348233581	799.0435823560709	958.5536828858455	1055.6015931501397	1108.0453522928638	1089.4589141474037	1089.6061466743115	933.2178516127389	880.3397976953893	972.0911558965489	1081.486573990029	1282.1802658262359	967.8075544660454	959.8884309111553	1507.255500068584	1048.4919577487497	1499.4938344259049	1332.4827390103903	1361.8569488233334	1453.8466646684901	1437.1687396819614	1059.4256587316866	1328.725114901511	1170.634238580031	1020.2279868834547	904.5349281711584	1253.73784137102	907.0939023854743	958.8790407313064	1126.6231602281523	954.6698576123472	1097.168808004009	1118.3587241555106	1207.2025817504846	1226.4395715689618	1471.6438486063585	1221.5094960807023	1284.4543033849466
PWY-7483	37.90488811548404	51.35984660827788	40.41020869864221	35.40023236891942	36.55469584774186	32.84481508287819	37.08152585701344	27.891195857989132	41.77077281286623	24.79635691062085	28.71138205473735	40.807218064554775	30.49074885799102	48.602369387177966	36.85394935310489	42.012258770477445	42.722579482748635	37.98393844576556	35.170801857234906	42.27278345581112	42.19966262843123	56.16849479078112	38.768314986551054	38.22273670139438	76.47971753370364	52.41042596965623	70.34015488537247	53.96752837500953	55.01048608703279	56.636178457889926	65.5128730579966	41.74024943644487	55.95319962329118	54.35432005982337	45.302618598817915	45.297913203260315	50.789046141166466	51.23730907991994	40.59012440611405	52.63479082073964	55.89923378509075	39.259729780768765	52.05950410325843	53.485952504022485	55.57428056204208	63.39148820511274	45.59401872851576	53.442023021109016
PWY-7527	627.934869215386	649.5714030525359	696.274655407093	610.3582311900999	626.9641991412166	698.724613060456	554.0255925052297	589.3510144019843	657.726058787522	503.86311697452777	477.4537585848755	479.6292837765305	526.1951351438219	760.7709438125268	764.3637306072033	778.2276380365932	632.2783088426502	546.4667315500889	494.33926003522816	500.6699194825908	598.5221272666994	932.5188293470651	664.3402383198031	590.9365106219185	739.1745014278961	523.7081981676857	804.9287071485633	637.0590102969362	607.8190855404118	806.2695667480442	778.540085441132	476.2168375037922	663.404693606568	530.0721275159756	483.0127165716645	465.78663782183855	690.8231012615985	541.2395806174947	518.8292640955073	511.4099553732383	529.5382000966865	594.0636964220279	522.4378848463556	568.738864108492	632.54486521658	866.0016350566442	584.2705862137177	731.5517088231246
PWY-7528	397.8693559598652	416.65655007802786	423.12355507516554	440.23941075107115	359.352594191079	424.49511229929334	400.2239388813782	329.46592583245945	422.11778424783773	343.63815130337497	355.4419984323665	321.27636187278443	386.78388293070583	384.53300798719687	408.82138079102924	420.5257001552706	443.476227675424	410.6064194114197	320.9648011958965	305.5093756715655	444.663010680352	466.6889653072993	481.8849082402378	356.56877784894687	259.25350920100004	276.76879009519666	358.8573853677089	335.4022209733344	277.50625610446434	354.3567114245041	459.42324902039906	341.3241284905185	243.19826480622598	258.8935875302971	256.17625166888786	239.65392077902993	307.22370426035656	188.9678829079913	286.48699602276173	252.62918460674277	265.13455233175836	301.79418520332507	294.2321379026134	294.24968202076053	257.58063493934753	398.1140964197616	235.01283417900925	279.4628249518095
PWY-7539	1726.403409803184	1975.0611953497225	1959.2030289360025	1924.025023897633	1656.6380744272196	1622.670294248858	1441.4341389678802	1688.3486830490012	1676.0273999246601	1386.1908245855054	1453.772275326918	1408.2898331272036	1621.5155487977534	1696.6542950284847	1712.447407288438	1808.9784259357407	1987.6131009279165	1667.0402646171947	1509.8476413938574	1647.5938329655623	1871.726202911881	2080.304191992326	1754.3665944938268	1634.6638653371833	2095.886566140179	1677.395290947087	2253.40808528024	2084.7893023137294	2093.0062797495734	2012.0157587502229	2215.5874792430955	1737.1498266786493	2015.4906749222137	1767.3357426208563	1495.440011651677	1495.490169336756	1966.4492117206025	1334.7000319336519	1516.316584019072	1794.4513148045514	1586.3481061046593	1760.2836716303352	1808.9673028274149	1904.0205239197928	1961.092850000919	2423.696143798951	1828.0471713938616	1909.3647097152016
PWY-7562	823.8339485637945	1047.4708202288843	955.5680441267547	806.0331517742995	745.0058172636583	744.1793191177645	696.8664922711631	808.1285491833152	847.2879367427583	593.4964025901943	707.3567905294311	581.2552595129293	784.9052916444095	806.8997564459041	937.9542780564126	872.7413625747789	896.6552588950193	761.5342940700322	651.3595130794056	748.783516492027	850.2024218197272	1012.7594215546726	882.035242695344	776.9714085795337	1059.110475556013	861.7838648862734	1246.0518704881508	1012.829720723582	1223.9229796751922	1082.7316294234738	1138.5275312298784	886.007131280389	1145.0020682102158	915.2184663501732	857.6414951843807	700.8849243856333	1081.2114445223574	669.138586288544	880.5182470552667	975.1427876855535	877.4884184028103	948.4234887805894	893.2070813636652	829.4382943400846	1040.6884424323332	1182.40202210251	957.7774760386968	956.8070805832403
PWY-7616	2947.538711658879	3058.4263951670127	2786.4084359160847	2825.458020066115	2472.073268117511	3046.516269009694	2106.325645951927	2611.7534090308773	2930.1575443507672	2185.0655723009227	2151.7735137571076	2042.8734750418307	2496.3223518153854	3282.492697043763	2954.0631555799387	2921.004584206124	2782.598917027366	2511.10152211619	2294.263950514457	2653.320962928002	2848.6849788992795	3804.3556709235304	2516.0656747511925	2545.728354172801	3285.493660174003	2712.5776484178027	3506.120970220984	3267.558826913413	3267.458012136405	3786.274937567149	3231.7281744425227	2732.937686003846	3168.796958811403	2725.392369915124	2340.6500347376327	2278.9616934356523	3277.0989379930197	2389.7139473717425	2260.846244700941	2849.006040765745	2433.2127727496036	2810.975929820607	2636.681008894583	3008.967729289089	2804.519940379269	3710.1760298763006	2897.517422396977	3273.61825477411
PWY-7663	10411.681804817206	12647.025756734858	12137.875024403276	11640.599392574442	9531.081841441572	9502.76373042123	8807.310173165724	9790.747243726317	10246.329335618202	8515.616712156132	9494.62735955563	9157.665887297575	10102.546893287425	9901.337060376121	10572.88385272629	11233.364023638702	12444.513768078226	10343.05480941015	8573.645597050823	10288.710734211341	11538.993179900493	12310.265427255932	10421.282199730336	10065.523404933143	12762.869923124123	10209.310333382879	14211.781722327705	12703.866655874934	12899.670015210077	12368.369264527633	13455.949577612633	10998.244087781144	12038.220496546586	10814.639609486805	9581.117501335802	9655.891006894104	12268.16976770712	8069.459544484409	9665.122445651727	11707.557063015738	9945.452944862029	10747.789369692326	11458.945043398575	11757.158714200146	11515.235867055704	14579.118044268413	10987.426250466093	12435.650600749237
PWY-7664	6253.9189757572085	7838.183142075162	7482.1174204009985	7292.331680922705	5829.809115156836	5773.790425907478	5597.950925850773	6020.770995861212	6054.965414642881	5322.276921477181	5855.222900173992	5699.939968535187	6246.551808002933	5851.568493891368	6411.608200671561	6882.469458677474	7699.57626041925	6186.744266464129	5253.646252474181	6403.9031047231265	7222.13992728665	7420.436445297526	6476.70264132763	6171.014442693958	7664.559311866733	6179.435528961367	8491.58480511218	7349.572888807105	7361.360363427421	7141.192297482325	8150.861183038117	6518.4100193821905	6982.757829714307	6463.811389894317	5550.475722319395	5749.707935066728	7015.176529099725	4454.1039622702765	5738.531747895755	6934.168036936366	5822.429234181774	6222.885352777599	6726.644391338517	7059.459169761578	6866.785875496006	8509.35757995388	6373.457830188802	7143.120926226788
PWY0-1061	8981.152392918773	11845.755500721618	11217.572030241092	10646.08493723749	8277.785984833685	8497.427510145335	8164.958588580906	9009.239573390229	9095.185528347623	7908.904881384756	8661.72871004597	8604.663588674719	9043.998666810181	8776.82526336439	9271.130091240935	10221.832939748909	11488.100514743872	9569.471649355904	7920.498120886263	9288.875975747284	10613.741316671756	10921.360062295724	9660.044280830776	9057.306546938267	10382.896970129907	8676.37513346625	12156.861798822501	10511.082703536722	10417.626790557144	10007.618927425245	11627.205660978652	9413.849277972848	9751.722148190625	9172.846718005638	7989.220204912614	8243.606137559802	9796.122495347117	6666.32839649614	8044.111835139674	9568.046081770397	7699.301589729987	8577.123009990219	9705.686305772744	10177.896638609145	9614.550590532433	11912.34923423175	9126.529407699629	10162.549669159438
PWY0-1241	2701.2949023306637	3561.9787537299667	3356.3292430258125	3396.3865097818066	2574.9423359340385	2575.3967965609645	2521.536893541059	2732.8017270149035	2667.740207815286	2489.4620681865667	2774.0678363269903	2648.9190782500377	2881.3212140372502	2641.8212318318224	2692.8631045960556	3112.749310942373	3596.3693784968614	2923.4819409091137	2454.6208446436876	2981.7269616133462	3427.547808699545	3299.343876674802	2870.352580025157	2883.396483274986	3028.706998095441	2542.256946285955	3626.371041173804	3092.636859167391	2964.3262982361493	2730.362558458618	3535.665510307417	2862.3692292692203	2628.027942074207	2601.343407195232	2194.719337908106	2373.318864166878	2772.5611140306164	1863.5323302313852	2259.4176753224797	2830.2680077624277	2238.41237047459	2349.1642378638085	2926.8486954100413	3089.0576391695026	2774.329958620039	3443.756309245997	2635.9270280848846	2942.9258711877515
PWY0-1261	2991.9429853184283	3384.53617956716	3096.035303015035	2909.3555957626922	2222.184141730743	2560.681432540146	2453.8739899823663	2637.264037218728	2933.3247428063846	2292.124125370712	2149.2006919580476	2325.4302792398444	2579.1446084485083	2667.3668435317954	2815.7292882293473	2889.262700021009	2957.928328501463	2582.8430256962665	2162.312327501574	2604.389525246201	2929.4387817573747	3377.2701945824233	2934.5124148210903	2605.4955149785787	3137.1022673389903	2687.4660896194637	3765.422277823718	3146.098688405513	3465.728992707195	3436.3025991996296	3821.6356127419326	3033.6947839746413	3366.4198370971453	2685.758778806071	2662.794241499752	2267.130083361008	3181.778021660083	2316.285474345669	2779.57921533477	3324.1342665825036	2595.713019296	2500.61580971784	2747.446647849403	2954.241642457618	3014.8876482481623	3826.2759610859725	3077.297889815064	3200.521433633832
PWY0-1277	1310.4318531594313	1564.076609969917	1599.9212175609443	1526.7151980287028	1208.6371850315156	1394.1363039593273	1214.4111540874756	1296.0809161163288	1374.2548796979227	1086.489132248304	1255.1176062919837	1195.8971135653665	1247.1828838415581	1415.8085624674366	1394.471702516319	1534.914414923023	1532.4665191305714	1355.7172546651123	1088.513361239965	1259.241684162141	1443.3737531087888	1669.646102990486	1485.2563968441298	1314.6185211532593	1531.7209161862509	1292.0020382073244	1794.8112884992584	1526.061014361045	1429.7550284759873	1760.9027018878928	1810.9080515536534	1435.9085299217288	1488.178207571615	1327.7169995924648	1130.9619156781034	1212.045869903199	1508.532493970604	1004.3102228892385	1232.9264190733538	1416.0048241548398	1223.085917773118	1371.3633675614094	1326.4788848133408	1529.8695068445384	1436.007364512424	1983.8271578270467	1493.6278063883683	1583.95814352091
PWY0-1296	4116.265045954503	5224.67512571866	5101.599285823047	4939.925324426227	3832.281790906993	3844.4483526755353	3570.278470014347	4029.789192424496	4136.217033410058	3582.994358216106	3901.1303279787294	3797.8132274930344	4121.006600263124	3927.8670222016353	4071.842924948739	4593.737766400683	5075.61944106325	4222.821135651798	3772.9627271674967	4276.5857160366895	4880.7182017100495	4926.63015008816	3999.994183153412	4137.642710202344	4403.145360515277	3869.6975747713673	5285.6020415860485	4785.37612119609	4256.635751668409	4235.4370636646845	5357.310863900664	4219.361423376083	4020.006419517639	3925.941922060959	3296.8977633448753	3527.2708219220576	4306.521720145716	2774.3758111347815	3224.6352340894327	3879.966572826847	3134.811570301982	3733.413213926882	4406.67529377026	4729.233975602673	4130.73971605599	5118.446707171936	3896.950450325627	4508.713229497004
PWY0-1297	4071.115637565542	5145.223794179586	4999.657514212203	4881.149101748624	3756.702176934432	3781.4867282603745	3512.213236306116	3998.3632616877267	4037.570508491783	3508.0224955854856	3818.8111627819508	3780.3123736335865	4049.102750229376	3833.7371323028774	4016.0078628860642	4511.099060797437	5020.085545260824	4137.783543848262	3680.3181133514213	4238.530299038584	4791.032863543008	4817.995964519995	3961.9363661231996	4019.845317729257	4297.205379790603	3789.133525090394	5225.665485914901	4734.080991700742	4156.854380944344	4107.63163819121	5209.558384741584	4101.170193090225	3879.760189976362	3818.099834565615	3212.146561198252	3465.328702403366	4184.530115463837	2685.641864802837	3153.658107749743	3813.2109048536067	3039.0100241423406	3604.8772351947587	4305.789465404733	4640.139348723513	4016.790318628991	5015.787001448256	3764.0869972055166	4382.518526051503
PWY0-1298	2943.163976375198	3741.2026361992885	3681.8620381489754	3521.274450325805	2805.8599496726038	2789.8819896716614	2492.0364388737794	2897.2713664407547	2968.265945648738	2540.1548949938947	2810.0007694590063	2712.7980547339876	2884.360891428644	2762.2104490210886	2988.5496980347075	3277.4135972000554	3624.5470750522722	3020.055611393656	2663.5587448902784	3068.7938937154613	3591.7654635841636	3481.8806972804914	2983.075598613643	2923.145824788782	3074.827288735057	2724.0308978566286	3663.515689714855	3347.1460723408463	3013.1103262334823	2895.2906796119305	3681.514815153663	2915.0227499838343	2786.5497705605108	2742.2464675821566	2327.0924954257025	2497.982279489738	3115.7522443932935	1942.4510120869709	2342.031628409803	2702.208477845229	2287.1657969855337	2577.626556012679	3146.6609626958334	3322.3707650020838	2953.1415418885736	3512.596771269841	2687.396409035568	3099.7289353105543
PWY0-1319	3139.5817043259294	4363.989114086322	4033.044061197475	3998.449845543091	2918.8441990302813	2941.4205193914345	2965.3497323933498	3286.409862025117	3166.694979712047	2680.3041568618123	3177.424691961936	3162.972090496656	3169.930578098132	2950.6536184099696	3238.7559595535768	3640.041503697346	4053.15149428223	3314.060244731204	2808.0787182178337	3381.952348827559	3809.036912543386	3661.940891370108	3470.1734093906493	3262.7744819016184	3466.5560231360546	2966.158495392024	4296.280550714062	3635.0930200174976	3507.0202415361546	3197.495521135918	4205.4750385600555	3219.189106875242	3060.2168239431926	2935.357988093126	2863.336739747991	2922.6229432419805	3225.4950071688563	2124.5054636907334	2675.9691099806387	3147.481573737005	2616.2653607842585	2989.3659864519773	3375.2970449271716	3647.523592031695	3238.176077942454	4114.031964075227	3132.960296460343	3442.9042920763554
PWY0-1338	1567.4291953093332	1862.6307877951672	1805.7334183337985	1696.973768197393	1276.2234517357208	1443.3761296573198	1089.8806921304752	1404.7717713164411	1443.9523025933095	1296.9400752914107	1264.257016139192	1504.450984395007	1707.9670955939414	1458.542216151423	1347.9965235811844	1561.5463377061983	1800.9829616861807	1697.077200350433	1278.3714900792515	1390.2800384239529	1815.4828490988552	1880.837473101519	1428.9931269851866	1283.2185976237406	1475.5276070498808	1124.7622961894656	1396.3545515755823	1390.2256800628995	1057.6098719519373	1192.7002495460708	1113.9239059485785	1008.5016019732316	1205.559718112886	1058.4886215093115	815.6962521351568	1017.1733174431282	1252.4959646731622	810.2641222901179	934.0574677020647	1106.449833174394	984.4264596912808	1065.4480193657207	1290.1345236703698	1119.2044829605095	1428.2346956884628	1493.2121528207213	990.4347728708448	1141.2468704792757
PWY0-1415	1244.950771716929	1703.345983344162	1757.2603123474291	1562.2170600161871	1183.7539981508755	1240.418023341653	1237.5047632020658	1308.659737872321	1227.4493309880597	1087.1485474753174	1218.419795076336	1260.4652984230952	1343.0745848394463	1324.4115241529248	1414.6736564086602	1512.3661207632429	1639.0535015784756	1333.1518564933897	1217.6775506978167	1390.0805191303577	1567.15535696534	1655.7120760785547	1403.632378578032	1360.2811424508973	1580.7421581424996	1180.958924257973	1755.613156422177	1551.8121563980767	1368.3916176220932	1436.7362226148837	1883.739910123955	1481.287112346469	1288.9529859339104	1324.3544665224551	1114.0542282297358	1112.988473217909	1393.6341134949682	926.8664141173512	1162.0786276606368	1303.7668117872881	976.5401585368224	1190.3528675821788	1398.0136356291162	1509.022238852708	1342.2244479357691	1697.8523772128306	1212.297993049389	1321.9982970662613
PWY0-1479	3200.8984444096204	3824.6722931229347	3671.7905724364505	3823.5622651178014	2889.74858393973	2847.754643633927	2670.3400729242753	2924.7651476967776	3179.805781778687	2633.9112309645907	2838.016390664375	2765.8394588444894	3152.1126957417555	3002.2786260205758	3247.904651304733	3350.4801466219747	3829.468109755969	3199.4213602734035	2752.189699726599	3117.9327353036656	3574.729521052786	3575.918089230943	3215.8576289335488	2995.3742879768265	3629.414638787821	3090.3411564920625	4314.986306207838	3717.7447783828256	3861.176910836933	3435.688460328089	4152.013525259539	3215.719308219787	3591.8028197915787	3263.5576777337283	2694.2974670382378	2702.8695511812252	3461.753750273643	2275.5285372307635	2668.2299720066553	3148.421671946263	2602.8530658893874	3070.233273615071	3295.0132825507303	3587.3760930805192	3454.331709955732	4178.135245913506	3242.819690136604	3384.9822987213456
PWY0-1533	345.4058990025272	503.15756332417783	435.46891240359264	450.47256970180734	325.60663746130945	416.66728282030033	370.32733817208754	452.83167473790644	345.9552425585814	317.90788868299643	336.87142791800966	357.5461287814594	369.44496923869934	447.483442643213	487.82471895040044	434.1147878480695	413.5623331659487	338.014581686226	303.12170190792773	361.01133293031995	384.47844723127275	556.4782350810823	420.0313877060455	367.15020704738714	767.8779733538129	472.4651202239091	762.6786007003213	589.6753841457211	702.8849541318002	795.3402509666665	687.8857769410337	578.5352716787552	645.4145116596958	587.1254721329248	570.6046154447331	472.00863522776126	668.5529313404977	496.15244585394464	600.3274383102494	701.0546189818753	569.8440765289253	562.3852907827193	534.1329625573698	570.4364814148373	556.0768017320272	756.5839269111536	629.9723864493131	750.8898179222656
PWY0-1586	34337.5813983094	43925.77990354812	42292.869431675506	41073.70448599324	31123.816111672175	31255.617280883373	30411.973224546084	33464.07872886769	34584.711491165006	29608.901198308267	32660.606641889462	31934.75863204247	33897.710880656756	31398.64597625148	34792.84853381133	37956.00165329109	41976.22443581053	36236.076735938805	29965.79066662797	35829.91437910879	40914.16829728894	39334.10231992929	36194.98145829027	34188.895115254454	36152.1647528349	31863.255110697573	43523.68673859383	37690.67348076989	36405.59689206315	34201.3490432273	43428.30185716443	33607.15211898622	33817.21966382685	31847.7245135551	27255.589445042082	29176.159590305488	34838.5821321377	22759.751975798827	27690.074171234053	33100.62141791631	26987.91590046936	30090.336465439563	34937.5691257302	37709.80096131838	34579.22192917766	41729.152376306476	31708.371597794274	35910.900408648304
PWY0-162	6054.469847176882	7456.4040307099785	7096.612142352258	6841.266109676214	5396.031116551025	5711.389187914581	5134.255611559588	5786.24216775485	5991.296802275488	5099.661887541147	5596.614446763192	5453.468541483937	5813.725880671674	5727.304955608253	6096.154246628438	6597.8618258290235	7219.171769233803	6131.369491321671	5147.238493650302	5987.062491982346	6980.940186858627	7228.893722041552	6294.780879717238	5783.614724826905	6647.926364546318	5627.545544678055	7707.365932692217	6759.548929969192	6795.547074279553	6509.817712023615	7548.811724072114	6004.050390113185	6394.3121442701895	5747.497789821133	5038.805219612164	5184.187923227811	6488.343734776001	4362.835132075303	5230.35700876917	6139.19408416346	5004.561137328727	5637.708754871222	6249.451216725342	6629.7371534521835	6339.673807635752	7646.690442826387	5975.070188189312	6490.169559699244
PWY0-166	3539.518487981516	4388.45808835814	4138.818681039057	3938.524352985766	3178.9562357291493	3303.045515154749	3108.3434616616832	3443.240383067701	3651.6623662022776	2874.882175074208	3214.704370661909	3147.4805086758524	3428.825076461477	3421.4840784337284	3660.601100764813	3897.7580200780067	4150.887127429225	3597.9759889140696	2879.1361070812554	3429.069778002261	3975.7650936505593	4192.210796555639	3639.5531393075184	3410.2288546884524	4116.909385170245	3405.7019380474467	4552.144926628133	4020.470635904489	4019.6566756832826	4094.767512081765	4354.282273062847	3519.973810345625	3756.812217804127	3479.9762711348817	3040.5788978029036	3023.4396420384555	3834.471711259396	2707.783096885523	3051.4301417150587	3441.130735721876	3070.4475571134635	3394.498985312648	3726.705881822962	3738.6538794188136	3791.060008816171	4680.229882222184	3582.458318711357	3946.9103280703584
PWY0-41	343.39558999643947	521.715179271694	480.9554062461394	443.5529087782807	334.9025432143315	381.296399828853	332.8993924580514	364.8537732619868	322.0287673907693	334.3098047825671	352.0348600567581	367.6189393097789	386.9760161523355	370.0929220036423	429.71323146109967	435.4614503291675	498.40420440018886	461.33709727613666	301.17632250029834	389.3979602613183	429.84760339267467	489.63338246852356	417.5766927035143	365.9128411926118	530.5195137408413	392.6061775414968	521.04424249776	430.94571389739616	507.99644810300947	498.981667947269	497.63550550160465	393.78701749365035	435.806593667344	372.8922723276547	348.7981968239347	305.8399440025203	416.92201563560496	339.46104944736044	345.6564635752389	401.30188924124576	371.4395330537803	350.762421300523	400.3830359562855	398.5261157797072	524.3275819366803	534.9037065100605	441.51744592610197	457.3842264673051
PWY0-781	7395.41900852284	9347.927326388972	8846.080744909246	8560.013859959736	6860.849081144825	7043.482926351883	6443.621670024306	7351.536194785791	7461.7211204627365	6266.421970498401	6917.263726652548	6656.2562863115945	7264.224671038696	7226.0619797370955	7608.032823020042	8162.996632576145	8954.677053772884	7556.047139403235	6436.120042015176	7534.040125954902	8686.817314163492	8838.082959305886	7696.790670281318	7269.432829397548	8635.253226581122	7184.115171958986	9952.219658797963	8868.989453393595	8700.548464376485	8572.44508520622	9758.101663801759	7732.23419382105	8245.700667879222	7485.800786514039	6455.936072572121	6670.111548884422	8388.03409925467	5570.554091159149	6556.271430922724	7810.850331666595	6540.864396213226	7217.90468896831	8015.069131766246	8434.647155898767	8104.956413498561	10151.111144050266	7711.188075957048	8408.74371296106
PWY0-845	2374.2434869130566	2681.5544028509303	2504.938422413845	2422.7659468736133	2066.1943412339383	2177.1923218736642	1789.2794598960184	2083.147581699287	2387.9589145622876	1734.8459728960988	1979.8829223399857	1800.2527697079615	2100.4761346448918	2248.856275551862	2241.282060862281	2385.7380644011237	2482.0274129083186	2279.795682228011	1890.493282710021	2089.5929104315082	2443.1604271396027	2744.496691058969	2235.523002465374	1993.9720928725233	2382.299103893798	1944.31727604289	2684.6303193117074	2377.639407934412	2454.994361882696	2393.742610432446	2542.696425102097	1927.92221130671	2393.371862011389	2060.3083240852043	1810.6608768907402	1733.9831411214936	2326.795635213058	1589.4433964146112	1828.3014485035112	2113.8286853462355	1792.859943080543	2065.622829671987	2201.639344014275	2201.6118717936224	2228.4807995423334	2822.8292461949954	2079.4954890127888	2273.2019547894465
PWY0-862	5242.164086915599	6597.77774196762	6293.699176790965	6152.5669207062165	4895.888332489841	4838.050706130231	4737.3203267954805	5055.849371200127	5059.20708551572	4490.107300886623	4926.574959007548	4808.761556094419	5262.4165445299	4885.869610142876	5373.582990909089	5779.139354049597	6483.295741026142	5181.462092024868	4409.87512971833	5399.012637617655	6090.833731547715	6217.616351184513	5455.249937169709	5188.050481468114	6418.61092444229	5179.655500845358	7104.932943983934	6113.354559743609	6115.755211956635	5931.646090736036	6835.371657465082	5446.564375966621	5812.189573848328	5405.875494879219	4622.9969419206045	4807.940396073733	5823.991882506099	3678.1866923186026	4790.838011593756	5790.923862995645	4859.004956759852	5180.0423173931895	5612.019397351687	5904.185203063192	5744.942181648347	7095.244293655584	5303.701522337157	5929.858537436448
